order-line,Assembly Line,Scheduled Ship Date,Orig Sched Date,Status,Sales Category,Rework,Order,Sched Date Priority,Issue Reason,Issue Resolved,Contains Tag,Line,Rel,Open Qty,Total Sections,Product Code,Final Assembly,Open Value,Open Discount Value,Comment,Sales Rep Code,PM,Operations Meeting Comments,Production Comment,Fixture Type,Pick Status,MachineShop Delivered,Wiring Delivered,Production Issue,NT,Material Check,Missing Materials,Schedule Date,Status2,Production Schedule,Unit Price,Unit Time,Section Completed,Remaining Section,Remaining value,Remaining Time,Issue,Rep. Count,Year,Month,Date,Order Count,Complete/Partial,Saw,BA ,weld,lens
78927-1,10,2/6/2019,2/6/2019 0:00,Wiring Started,Regular,FALSE,78927,High Priority,Others,TRUE,waiting for wires,1,1,37,37,DIALED-22-2500-80-TW2765-VL-W-UNV-DALIDT6-1-TB15-C(ELDOLED DUALDRIVER),103.6,13660.4,0,,Smart Li,Zahra Vatani,,,LA,Picked - Complete,,,FALSE,FALSE,NO,Material,,Wiring Issue,,369.2,2.8,0,37,13660.4,103.6,,1,2019,2,6,3,Partial,FALSE,TRUE,,Done
78927-2,10,2/6/2019,2/6/2019 0:00,Machine Shop Started,Regular,FALSE,78927,High Priority,,FALSE,,2,1,17,17,DIALED-22-2500-80-TW2765-VL-W-UNV-DALIDT6-1-TB15-B1(BSL310LP)-C(ELDOLED DUALDRIVER),107.1,9937.52,0,,Smart Li,Zahra Vatani,,,LAE,Picked - Complete,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,584.56,6.3,0,17,9937.52,107.1,,1,2019,2,6,3,Partial,FALSE,TRUE,,Done
78927-3,10,2/6/2019,2/6/2019,Machine Shop Started,Regular,FALSE,78927,High Priority,,FALSE,,3,1,22,22,DIALED-24-3100-80-TW2765-VL-W-UNV-DALIDT6-1-TB15-C(ELDOLED DUALDRIVER),72.6,10914.2,0,,Smart Li,Zahra Vatani,,,LB,Picked - Complete,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,496.1,3.3,14,8,3968.8,26.4,,0,2019,2,6,3,Partial,FALSE,TRUE,,Done
78927-4,7,2/6/2019,2/6/2019,Machine Shop Finished,Regular,FALSE,78927,High Priority,Others,TRUE,"need snapping reflectors in lines 4,5,6",4,1,1,1,"SP000-SCDI-500-300-80-TW2765-SO-FL-4'-W-UNV-O(ELDOLED DUALDRIVE)-2-CT15(36"")",7.6,698.04,0,,Smart Li,Zahra Vatani,,,LC-4',,,1/31/2019 0:00,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,698.04,7.6,0,1,698.04,7.6,,1,2019,2,6,3,Partial,TRUE,TRUE,,Done
78927-5,7,2/6/2019,2/6/2019,Machine Shop Finished,Regular,FALSE,78927,High Priority,,FALSE,,5,1,4,8,"SP000-SCDI-500-300-80-TW2765-SO-FL-16'-W-UNV-O(ELDOLED DUALDRIVE)-2-CT15(36"")",94.4,10822.08,0,,Smart Li,Zahra Vatani,,,LC-16',,,1/31/2019 0:00,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,1352.76,11.8,0,8,10822.08,94.4,,0,2019,2,6,3,Partial,TRUE,TRUE,,Done
78927-6,7,2/6/2019,2/6/2019,Machine Shop Finished,Regular,FALSE,78927,High Priority,,FALSE,,6,1,4,8,"SP000-SCDI-500-300-80-TW2765-SO-FL-16'-W-UNV-O(ELDOLED DUALDRIVE)-2-CT15(36"")-B1(BSL310LP)",109.6,11652.76,0,,Smart Li,Zahra Vatani,,,LCE-16',,,1/31/2019 0:00,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,1456.595,13.7,0,8,11652.76,109.6,,0,2019,2,6,3,Partial,TRUE,TRUE,,Done
79198-1,12,2/5/2019,2/5/2019,Given to Shipping,Regular,FALSE,79198,High Priority,,FALSE,,1,1,6,12,SCR-500-80-30-FL-14'-W-UNV-DP-1-DF,69,5880,0,,Internat,Joe Brier,,,F1-14',Picked - Complete,,1/30/2019 0:00,FALSE,FALSE,NO,,,Given to Shipping,,490,5.75,12,0,0,0,,1,2019,2,5,1,Complete,TRUE,TRUE,,Done
79375-1,1,2/1/2019,2/1/2019,Wiring Started,Mockup/Samples,FALSE,79375,High Priority,,FALSE,,1,1,1,1,"SK-10003-ARC-AL 1' 11 9/16""-400-80-35-SO-W-UNV-DP-1-DS-C(CORD AND PLUG)",4.3,180,180,SAMPLE FOR HOWARD,HOUSE,Stan Buyansky,,,A,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Wiring Issue,,180,4.3,0,1,180,4.3,,1,2019,2,1,1,Complete,TRUE,TRUE,,AfterWirin
77249-1,1,1/18/2019,,Machine Shop Finished,Mockup/Samples,FALSE,77249,High Priority,Others,FALSE,SUB ASSEMBLY,1,1,2,2,SCML-8-BW-400-MLB(16)-300-GR-80-35-AP-UNV-DP-1-CA(36)-EN(1),16,1440,1440,For Axis Lines 1-2-4-7-9-12 must be ready by 1/10.  Contractor waiting to install.,HOUSE,Jatin Patel,Sukwhinder to advise.  Edited on 1/18/2019 ::: MS: 01/22  Edited on 1/22/2019  - other lines scheduled on 1/24  Edited on 1/22/2019 :: kaushik to advise  Edited on 1/29/2019 ::: Elizabeth to follow up with Bilal  Edited on 2/5/2019 ,,PRIVATE OFFICE - NEIL,Picked - Complete,,1/24/2019 0:00,FALSE,TRUE,NO,,,Machine Shop Finished - Incomplete,,720,8,0,2,1440,16,Others,1,2019,1,18,1,Complete,TRUE,TRUE,,Done
77249-2,1,1/10/2019,,Machine Shop Finished,Mockup/Samples,FALSE,77249,High Priority,Missing info. In SD,FALSE,SUB ASSEMBLY/NPI HEAT SINK,2,1,1,7,STSFF-SO(16-400)-80-35-AL(2)+AT(2)-MKL(10)-80-35-W-BLK-BLK-UNV-MD-1-SBS-C(REMOTE ENLIGHTED INTEGRAL SENSOR),40,1360,1360,For Axis Lines 1-2-4-7-9-12 must be ready by 1/10.  Contractor waiting to install.,HOUSE,Jatin Patel,MS: 01/23 - Ready: Kaushik to advise  Edited on 1/22/2019 ::: Kaushik to advise  Edited on 1/23/2019 ::: Elizabeth to follow  Edited on 1/28/2019:: Kaushik to advise  Edited on 1/29/2019 ::: Ready : Jan 31st ok per Kaushik  Edited on 1/30/2019::: Elizabeth to follow up with Bilal  Edited on 2/5/2019 ,,MEETING ROOM 4,Picked - Complete,1/23/2019 0:00,,FALSE,TRUE,NO,,,Machine Shop Finished - Incomplete,,194.2857143,5.714285714,0,7,1360,40,Missing info. In SD,0,2019,1,10,0,Complete,TRUE,TRUE,,Done
77249-3,4,1/24/2019,,Machine Shop Finished,Mockup/Samples,FALSE,77249,High Priority,,FALSE,,3,1,1,1,ED2WD-1000-80-35-UB-8-W-W-UNV-DP-1-FL-C(REMOTE DRIVER AND ENLIGHTED INTEGRAL SENSOR),10.26,680,680,For Axis Lines 1-2-4-7-9-12 must be ready by 1/10.  Contractor waiting to install.,HOUSE,Jatin Patel,,,MEETING ROOM 3,,,,FALSE,TRUE,NO,,,Machine Shop Finished - Incomplete,,680,10.26,0,1,680,10.26,,0,2019,1,24,1,Complete,TRUE,TRUE,,Done
77249-4,1,1/18/2019,,Machine Shop Finished,Mockup/Samples,FALSE,77249,High Priority,Wrong info. In SD,FALSE,LED TAPE,4,1,1,4,SCDIPAT-REC-90-500-300-80-35-BW-0.5M-6X8-NL-W-UNV-DP-1-CTS(12)-EN(1),40.18,2100,2100,For Axis Lines 1-2-4-7-9-12 must be ready by 1/10.  Contractor waiting to install.,HOUSE,Jatin Patel,MS: 01/24 - Ship: Kaushik to advise  Edited on 1/24/2019 ::: Elizabeth to follow  Edited on 1/28/2019 :: Kaushik to advise  Edited on 1/29/2019 ::: Ready: Jan 31st ok per Kaushik  Edited on 1/30/2019  Ready for Feb 4th.  Edited on 1/31/2019::: Elizabeth to follow up with Bilal  Edited on 2/5/2019 ,,HR OFFICE,Picked - Complete,1/11/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,525,10.045,0,4,2100,40.18,Wrong info. In SD,0,2019,1,18,1,Complete,TRUE,TRUE,Ready,Done
77249-10,4,1/24/2019,,Machine Shop Started,Mockup/Samples,FALSE,77249,High Priority,Mechanical issue,FALSE,ENG. APPROVAL ????,10,1,1,1,ED2-1000-80-35-UB-6-W-W-UNV-MD-1-90D-CA(36)-FL-C(REMOTE ENLIGHTED INTEGRAL SENSOR),10.26,510,510,For Axis Lines 1-2-4-7-9-12 must be ready by 1/10.  Contractor waiting to install.,HOUSE,Jatin Patel,Added new parts for line: 10 only - Bom Update???  Edited on 2/5/2019 ,,MICHAEL R,,,,FALSE,TRUE,NO,,,Machine Shop Started,,510,10.26,0,1,510,10.26,Mechanical issue,1,2019,1,24,1,Complete,TRUE,TRUE,,Done
77249-11,4,1/24/2019,,Machine Shop Finished,Mockup/Samples,FALSE,77249,High Priority,,FALSE,,11,1,1,1,ED2-1000-80-35-UB-6-W-W-UNV-MD-1-45D-CA(36)-FL-C(REMOTE ENLIGHTED INTEGRAL SENSOR),10.26,510,510,For Axis Lines 1-2-4-7-9-12 must be ready by 1/10.  Contractor waiting to install.,HOUSE,Jatin Patel,,,LAZER,,,,FALSE,TRUE,NO,,,Machine Shop Finished - Incomplete,,510,10.26,0,1,510,10.26,,0,2019,1,24,1,Complete,TRUE,TRUE,,Done
77249-15,4,1/24/2019,,Machine Shop Finished,Mockup/Samples,FALSE,77249,High Priority,,FALSE,,15,1,1,1,ED2-1000-80-35-UB-4-W-W-UNV-MD-1-45D-CA(36)-FL-C(REMOTE ENLIGHTED INTEGRAL SENSOR),7.45,340,340,For Axis Lines 1-2-4-7-9-12 must be ready by 1/10.  Contractor waiting to install.,HOUSE,Jatin Patel,,,HR CORRIDOR,,,,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,340,7.45,0,1,340,7.45,,0,2019,1,24,1,Complete,TRUE,TRUE,,Done
78306-1,12,2/6/2019,2/1/2019,Machine Shop Started,NPI,FALSE,78306,Regular,Shortage,FALSE,Extrusion/Brackets,1,1,1,1,"SCILAC-AC(2)-D24-D-500-80-30-BW-6'0""-C(BRIGHT COPPER)-120-DP-2-CA(36)",8,500,500,,HOUSE,Sacha Lempka,,,COPPER-6',,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,500,8,0,1,500,8,Shortage,1,2019,2,6,1,Complete,FALSE,FALSE,,Done
75467-6,4,11/29/2018,11/9/2018,Wiring Started,NPI,FALSE,75467,Regular,Others,FALSE,Ind. Eng. to check,6,1,3,6,NPI-N18003-GPDLED-1000-80-TW2750-RG2-14-W-O(DALIDT6)-1-CA(72)-LBC,0,3600,3600,HARVARD NPI - MUST DO ON TIME!!!RE-SCHEDULED TO NOV 29th (from 11/09) - PER FAIZ,HOUSE,Stan Buyansky,Carlos to advise Faiz  Edited on 1/21/2019 ::: Kaushik to follow  Edited on 1/22/2019 ,,L-04-14',,,,FALSE,FALSE,NO,Material+Cartridge,28/12/2018,Wiring Issue,,600,0,0,6,3600,0,Others,1,2018,11,29,1,Complete,TRUE,TRUE,,Done
76884-1,1,2/6/2019,12/18/2018,Wiring Started,NPI,FALSE,76884,Regular,Mechanical issue,FALSE,Light guide- NPI,1,1,2,4,"NPI-N18008-SKPE-10004-SL60/40-CIR-AL# 12' 6.75""-1000-80-35-SO-W-UNV-D-1-CA(36)",0,1840,1840,,HOUSE,Stan Buyansky,,,A,,,,FALSE,FALSE,NO,Material+Cartridge,,Wiring Issue,,460,0,0,4,1840,0,Mechanical issue,1,2019,2,6,1,Complete,TRUE,TRUE,,Done
78982-1,12,2/12/2019,2/12/2019,Machine Shop Started,Regular,FALSE,78982,Regular,,FALSE,,1,1,2,2,BBRLED-400-80-35-FL-6'-W-UNV-DP-1-TG15,9.4,1020,0,,LS Phill,Gaurav Jain,,,AL7-6',,2/5/2019 0:00,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,510,4.7,0,2,1020,9.4,,1,2019,2,12,1,Complete,FALSE,FALSE,,Done
78986-1,12,2/8/2019,2/8/2019,Machine Shop Finished,Regular,FALSE,78986,Regular,,FALSE,,1,1,4,4,BBRLED-400-80-35-FL-6'-W-UNV-DP-1-TG15,18.4,2040,0,,LS Phill,Gaurav Jain,,,AL7-6',Picked - Complete,1/29/2019 0:00,2/5/2019 0:00,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,510,4.6,0,4,2040,18.4,,1,2019,2,8,1,Complete,TRUE,TRUE,,
79106-1,12,2/7/2019,2/7/2019,Packaging Finished,Regular,FALSE,79106,Priority,Others,FALSE,,1,1,3,3,BBRLED-400-80-35-FL-6'-W-UNV-DP-1-TG9,14.1,1710,0,NEEDS ON SITE FOR FEB 13TH SHIPPING TO: 10 W. Manor WayRobbinsville NJ 08691United States,LS Phill,Gaurav Jain,,,LT-09-6' G,Picked - Complete,1/29/2019 0:00,2/4/2019 0:00,FALSE,FALSE,NO,Material,,Packaging Finished,,570,4.7,3,0,0,0,Others,1,2019,2,7,1,Complete,TRUE,TRUE,,
79106-2,12,2/7/2019,2/7/2019,Packaging Finished,Regular,FALSE,79106,Priority,Others,FALSE,,2,1,3,3,BBRLED-400-80-35-FL-6'-W-UNV-DP-1-D,14.1,1710,0,NEEDS ON SITE FOR FEB 13TH SHIPPING TO: 10 W. Manor WayRobbinsville NJ 08691United States,LS Phill,Gaurav Jain,,,LT-09-6' F,Picked - Complete,1/29/2019 0:00,2/4/2019 0:00,FALSE,FALSE,NO,Material,,Packaging Finished,,570,4.7,3,0,0,0,Others,0,2019,2,7,1,Complete,TRUE,TRUE,,
78822-1,12,2/8/2019,2/8/2019,Machine Shop Finished,Regular,FALSE,78822,Regular,,FALSE,,1,1,2,2,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST-B1(BSL310LP),15,960,0,,TLS,Jessica Kennedy,,,L7-4',Picked - Complete,2/3/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,480,7.5,0,2,960,15,,1,2019,2,8,1,Complete,TRUE,FALSE,,Done
78822-2,12,2/8/2019,2/8/2019,Machine Shop Finished,Regular,FALSE,78822,Regular,,FALSE,,2,1,1,1,BMRLED-750-80-30-ASO-6'-W-UNV-DP-1-ST,5.9,480,0,,TLS,Jessica Kennedy,,,L2-6',Picked - Complete,2/3/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,480,5.9,0,1,480,5.9,,0,2019,2,8,1,Complete,TRUE,TRUE,,Done
78822-3,12,2/8/2019,2/8/2019,Machine Shop Finished,Regular,FALSE,78822,Regular,,FALSE,,3,1,3,3,CCL-SL-500-80-30-CL(10')-W-UNV-DP-1-C,28.5,2400,0,,TLS,Jessica Kennedy,,,L5-10',Picked - Complete,2/3/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,800,9.5,0,3,2400,28.5,,0,2019,2,8,1,Complete,TRUE,TRUE,,Done
78822-4,12,2/8/2019,2/8/2019,Machine Shop Finished,Regular,FALSE,78822,Regular,,FALSE,,4,1,1,1,CCL-SL-500-80-30-CL(7')-W-UNV-DP-1-C,7,560,0,,TLS,Jessica Kennedy,,,L5-7',Picked - Complete,2/3/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,560,7,0,1,560,7,,0,2019,2,8,1,Complete,TRUE,TRUE,,Done
78650-1,15,2/4/2019,2/4/2019,Given to Shipping,Regular,FALSE,78650,High Priority,,FALSE,,1,1,3,3,BBDLED-1000-80-35-SO-8'-W-UNV-DP-1-CT15(36),27,2040,0,MUST SHIP 2/4,westernl,Sacha Lempka,Ship: Feb 5th  Edited on 2/5/2019 ,,A-8',Picked - Complete,2/3/2019 0:00,2/4/2019 0:00,FALSE,FALSE,NO,,,Given to Shipping,,680,9,0,3,2040,27,,1,2019,2,4,1,Complete,TRUE,TRUE,,Done
78650-2,15,2/4/2019,2/4/2019,Given to Shipping,Regular,FALSE,78650,High Priority,,FALSE,,2,1,12,12,BBRLED-1000-80-35-FL-4'-W-UNV-DP-1-TB15,36,4080,0,MUST SHIP 2/4,westernl,Sacha Lempka,,,A-4',Picked - Complete,2/3/2019 0:00,2/4/2019 0:00,FALSE,FALSE,NO,,,Given to Shipping,,340,3,0,12,4080,36,,0,2019,2,4,1,Complete,TRUE,FALSE,,Done
78651-1,12,2/5/2019,2/5/2019,Machine Shop Finished,Regular,FALSE,78651,Regular,,FALSE,,1,1,1,1,SLWLED-SL 75/25-1000-80-35-RE-6-W-UNV-DP-1,6.8,670.6,0,,westernl,Sacha Lempka,Ship: Feb 6th  Edited on 2/5/2019 ,,LW2-6,Picked - Complete,1/25/2019 0:00,1/30/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,670.6,6.8,0,1,670.6,6.8,,1,2019,2,5,1,Complete,TRUE,TRUE,,Done
78651-2,12,2/5/2019,2/5/2019,Machine Shop Finished,Regular,FALSE,78651,Regular,,FALSE,,2,1,8,8,SLWLED-SL 75/25-1000-80-35-RE-8-W-UNV-DP-1,54.4,7153.2,0,,westernl,Sacha Lempka,,,LW2-8,Picked - Complete,1/25/2019 0:00,1/30/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,894.15,6.8,0,8,7153.2,54.4,,0,2019,2,5,1,Complete,TRUE,TRUE,,Done
78651-3,12,2/5/2019,2/5/2019,Machine Shop Finished,Regular,FALSE,78651,Regular,,FALSE,,3,1,1,1,SLWLED-SL 75/25-1000-80-35-RE-12-W-UNV-DP-1,9,1341.2,0,,westernl,Sacha Lempka,,,LW2-12,Picked - Complete,1/25/2019 0:00,1/30/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,1341.2,9,0,1,1341.2,9,,0,2019,2,5,1,Complete,TRUE,TRUE,,Done
78590-1,12,2/12/2019,2/12/2019,Machine Shop Started,Regular,FALSE,78590,Regular,,FALSE,,1,1,9,9,STSLF-SO-400-80-35-12'-BLK-UNV-MD-1-SG9,63,7884,0,,TLS,Jessica Kennedy,,,D-12',Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,876,7,0,9,7884,63,,1,2019,2,12,1,Complete,TRUE,FALSE,,
78875-1,4,2/11/2019,2/11/2019,Scheduled/Released,Mockup/Samples,FALSE,78875,High Priority,,FALSE,,1,1,2,8,STFC-SLI(4-350)-DSO(4-400)-90-30-AL(4)-W-UNV-MD-1-CA(36)-RC,43,1520,0,MOCK UP / SAMPLE ORDERSHIP BY FEB. 8TH IF POSSIBLE,CHARRON,Sacha Lempka,,,A,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Scheduled/Released,,190,5.375,0,8,1520,43,,1,2019,2,11,1,Complete,FALSE,FALSE,,
78559-1,10,2/13/2019,2/13/2019,Machine Shop Started,Regular,FALSE,78559,Regular,,FALSE,,1,1,39,39,DIALED-22-2500-80-35-VL-W-277-DP-1-TG9-FW(6),113.1,9555,0,MUST SHIP BY FEB 14,Internat,Rohan Srivastava,,,F01A,,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,245,2.9,0,39,9555,113.1,,1,2019,2,13,2,Partial,FALSE,FALSE,,
78559-2,10,2/13/2019,2/13/2019,Machine Shop Started,Regular,FALSE,78559,Regular,,FALSE,,2,1,80,80,DIALED-22-4400-80-35-VL-W-277-DP-1-TG9-FW(6),232,19600,0,MUST SHIP BY FEB 14,Internat,Rohan Srivastava,,,F01B,,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,245,2.9,0,80,19600,232,,0,2019,2,13,2,Partial,FALSE,FALSE,,
78559-3,10,2/13/2019,2/13/2019,Machine Shop Started,Regular,FALSE,78559,Regular,,FALSE,,3,1,11,11,DIALED-24-7000-80-35-VL-W-UNV-DP-1-TG9-FW(6),38.5,3850,0,MUST SHIP BY FEB 14,Internat,Rohan Srivastava,,,F02,,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,350,3.5,0,11,3850,38.5,,0,2019,2,13,2,Partial,FALSE,FALSE,,
78559-4,10,2/13/2019,2/13/2019,Machine Shop Finished,Regular,FALSE,78559,Regular,,FALSE,,4,1,5,5,MBSLED-600-80-35-S-4'-W-UNV-DP-1-S,19.5,1500,0,MUST SHIP BY FEB 14,Internat,Rohan Srivastava,,,F03-4',,,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Finished - Incomplete,,300,3.9,0,5,1500,19.5,,1,2019,2,13,2,Partial,TRUE,TRUE,,Done
78559-5,10,2/13/2019,2/13/2019,Machine Shop Started,Regular,FALSE,78559,Regular,,FALSE,,5,1,22,22,AULED-22-2500-80-35-SO-W-277-DP-1-TG9-FW(6),55,4510,0,MUST SHIP BY FEB 14,Internat,Rohan Srivastava,,,F04,,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,205,2.5,0,22,4510,55,,0,2019,2,13,2,Partial,FALSE,FALSE,,
78559-6,10,2/13/2019,2/13/2019,Machine Shop Started,Regular,FALSE,78559,Regular,,FALSE,,6,1,33,33,DIALED-22-2500-80-35-VL-W-277-DP-1-TG9-B1(BSL310LP)-FW(6),211.2,15510,0,MUST SHIP BY FEB 14,Internat,Rohan Srivastava,,,F1A/EM,,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,470,6.4,0,33,15510,211.2,,0,2019,2,13,2,Partial,FALSE,FALSE,,
78559-7,10,2/13/2019,2/13/2019,Machine Shop Started,Regular,FALSE,78559,Regular,,FALSE,,7,1,10,10,DIALED-22-4400-80-35-VL-W-277-DP-1-TG9-B1(BSL310LP)-FW(6),64,4700,0,MUST SHIP BY FEB 14,Internat,Rohan Srivastava,,,F1B/EM,,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,470,6.4,0,10,4700,64,,0,2019,2,13,2,Partial,FALSE,FALSE,,
78559-8,10,2/13/2019,2/13/2019,Machine Shop Finished,Regular,FALSE,78559,Regular,,FALSE,,8,1,1,1,MBSLED-600-80-35-S-4'-W-UNV-DP-1-S-B1(BSL310LP),7.8,525,0,MUST SHIP BY FEB 14,Internat,Rohan Srivastava,,,F03-4' EM,,,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Finished - Incomplete,,525,7.8,0,1,525,7.8,,0,2019,2,13,2,Partial,TRUE,TRUE,,Done
78559-9,10,2/13/2019,2/13/2019,Machine Shop Started,Regular,FALSE,78559,Regular,,FALSE,,9,1,1,1,AULED-22-2500-80-35-SO-W-277-DP-1-TG9-B1(BSL310LP)-FW(6),6,430,0,MUST SHIP BY FEB 14,Internat,Rohan Srivastava,,,F04/EM,,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,430,6,0,1,430,6,,0,2019,2,13,2,Partial,FALSE,FALSE,,
78559-10,10,2/13/2019,2/13/2019,Machine Shop Finished,Regular,FALSE,78559,Regular,,FALSE,,10,1,2,2,MBLED-500-80-35-S-4'-W-UNV-DP-1-CA(36),8.3,600,0,MUST SHIP BY FEB 14,Internat,Rohan Srivastava,,,F05-4',,,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Finished - Incomplete,,300,4.15,0,2,600,8.3,,0,2019,2,13,2,Partial,TRUE,TRUE,,Done
79342-1,10,2/7/2019,2/7/2019,Scheduled/Released,Regular,FALSE,79342,Regular,,FALSE,,1,1,1,1,AULED-24-3100-80-30-SO-W-277-DP-1-TB15-FW(6),3,265,0,,Internat,Joe Brier,,,LF06,,,,FALSE,FALSE,NO,Material,,Scheduled/Released,,265,3,0,1,265,3,,1,2019,2,7,1,Complete,FALSE,FALSE,,
76704-1,12,2/8/2019,2/8/2019,Machine Shop Started,Regular,FALSE,76704,High Priority,,FALSE,,1,1,1,2,"BRLED-400-80-35-FL-12' 6""-W-277-DP-1-DS",16,780,0,"MUST SHIP ASAP, HIGH PRIORITY",Internat,Rohan Srivastava,,,"F24-12' 6""",,2/4/2019 0:00,2/5/2019 0:00,FALSE,FALSE,NO,#NAME?,,Machine Shop Started,,390,8,0,2,780,16,,1,2019,2,8,1,Complete,FALSE,FALSE,,
73251-28,7,2/7/2019,,Machine Shop Started,Regular,FALSE,73251,High Priority,,FALSE,,28,1,1,7,"BMRLED-750-90-35-FL-83'7 1/8""-W-UNV-DP-1+E(6)-DF",67.5,4152,0,,Internat,Gagandeep Singh,,,"F1-83'7-1/8"" - 22ND FL",Picked - Complete,1/30/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Started,,593.1428571,9.642857143,0,7,4152,67.5,,1,2019,2,7,1,Complete,FALSE,FALSE,,
73251-29,7,2/7/2019,,Machine Shop Started,Regular,FALSE,73251,High Priority,,FALSE,,29,1,1,1,"BMRLED-750-90-35-FL-97""-W-UNV-DP-1-DF",8.7,400,0,,Internat,Gagandeep Singh,,,"F1A-97"" - 22ND FL",Picked - Complete,1/30/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Started,,400,8.7,0,1,400,8.7,,0,2019,2,7,1,Complete,FALSE,FALSE,,
73251-30,7,2/7/2019,,Machine Shop Started,Regular,FALSE,73251,High Priority,,FALSE,,30,1,3,3,BMRLED-750-90-35-FL-2-W-UNV-DP-1-DF,10.5,300,0,,Internat,Gagandeep Singh,,,F1B-2' - 22ND FL,Picked - Complete,1/30/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Started,,100,3.5,0,3,300,10.5,,0,2019,2,7,1,Complete,FALSE,FALSE,,
73251-31,7,2/7/2019,,Machine Shop Started,Regular,FALSE,73251,High Priority,,FALSE,,31,1,1,1,"BMRLED-750-90-35-FL-57 1/2""-W-UNV-DP-1-DF",6.1,240,0,,Internat,Gagandeep Singh,,,"F1C-57-1/2"" - 22ND FL",Picked - Complete,1/30/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Started,,240,6.1,0,1,240,6.1,,0,2019,2,7,1,Complete,FALSE,FALSE,,
73251-32,7,2/7/2019,,Machine Shop Started,Regular,FALSE,73251,High Priority,Shortage,FALSE,Extrusion 12',32,1,1,4,"BMPRLED-OPRO(1)-750-90-35-FL-32'3 7/8""-W-UNV-DP-1+E(1)-DF",29.5,1594,0,,Internat,Gagandeep Singh,,,"F1W-20'3-7/8""X12' - 22ND FL",Picked - Complete,1/30/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Started,,398.5,7.375,0,4,1594,29.5,Shortage,0,2019,2,7,1,Complete,FALSE,FALSE,,
73251-33,7,2/7/2019,,Machine Shop Started,Regular,FALSE,73251,High Priority,,FALSE,,33,1,1,4,"BMPRLED-OPRO(1)-750-90-35-FL-42'1/4""-W-UNV-DP-1+E(4)-DF",57,2104,0,,Internat,Gagandeep Singh,,,"F1W-21'7 3/4""X20'4-1/2"" - 22ND FL",Picked - Complete,1/30/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Started,,526,14.25,0,4,2104,57,,0,2019,2,7,1,Complete,FALSE,FALSE,,
73251-36,7,2/7/2019,,Machine Shop Started,Regular,FALSE,73251,High Priority,,FALSE,,36,1,1,3,"BMRLEDPAT-OPI-90-750-80-35-SO-13'5 5/8""-EX-W-UNV-DP-1-DF",15,950,0,,Internat,Gagandeep Singh,,,"F7-5'3-1/4""X8'2-3/8"" - 22ND FL",Picked - Complete,1/30/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Started,,316.6666667,5,0,3,950,15,,0,2019,2,7,1,Complete,FALSE,FALSE,,
