Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,Column12,Real Status,Completed Sections,Remaining Sections,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
78581-66,,Rohan,Regular,FALSE,78581,Regular,66,43,0,4730,TA-4 EM,SP19057(1)-B6RLED-1500-80-30-FL-2'-W-UNV-DP-E(1)-TG9,20.02.2019,150.5,Scheduled/Released,,,,,FALSE,,A - Regular,1,43,43,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,2.508333333,2:16:57,3.5,110,43,150.5,4730,- ,Scheduled/Released,0,43,FALSE,FALSE,,,B6RLED-1500-80-30-FL-2'-W-UNV-,B6RLED,
78581-71,,Rohan,Regular,FALSE,78581,Regular,71,1,0,1760,"TC, 31' 1""EM(2), 400-C2","BBPRLED-750-80-30-FL-31' 1""-W-UNV-DP-1+E(2)-TG9",20.02.2019,20.3,Scheduled/Released,,,,,FALSE,,A - Regular,1,3,8,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.338333333,0:18:28,6.766666667,586.6666667,3,20.3,1760,- ,Scheduled/Released,0,3,FALSE,FALSE,,,"BBPRLED-750-80-30-FL-31' 1""-W-UNV-DP-1+E(2)-TG9",BBPRLED,
78581-72,,Rohan,Regular,FALSE,78581,Regular,72,1,0,715,"TC, 12' 10""EM, 400-C2","BBPRLED-750-80-30-FL-12' 10""-W-UNV-DP-1+E(1)-TG9-C(9'NO EM + 4'EM)",20.02.2019,10.3,Scheduled/Released,,,,,FALSE,,A - Regular,1,2,3,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.171666667,0:09:22,5.15,357.5,2,10.3,715,- ,Scheduled/Released,0,2,FALSE,FALSE,,,"BBPRLED-750-80-30-FL-12' 10""-W-UNV-DP-1+E(1)-TG9-C(9'NO EM + 4'EM)",BBPRLED,
78581-73,,Rohan,Regular,FALSE,78581,Regular,73,1,0,1485,"TC, 27'EM, 400-C2",BBPRLED-750-80-30-FL-27'-W-UNV-DP-1+E(1)-TG9-C(10'NO EM + 4'EM+13'NO EM),20.02.2019,17.6,Scheduled/Released,,,,,FALSE,,A - Regular,1,3,8,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.293333333,0:16:01,5.866666667,495,3,17.6,1485,- ,Scheduled/Released,0,3,FALSE,FALSE,,,BBPRLED-750-80-30-FL-27'-W-UNV-DP-1+E(1)-TG9-C(10'NO EM + 4'EM+13'NO EM),BBPRLED,
78581-74,,Rohan,Regular,FALSE,78581,Regular,74,1,0,1595,"TC, 28' 9"", 300-C2","BBPRLED-750-80-30-FL-28' 9""-W-UNV-DP-1-TG9",20.02.2019,19.4,Scheduled/Released,,,,,FALSE,,A - Regular,1,3,7,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.323333333,0:17:39,6.466666667,531.6666667,3,19.4,1595,- ,Scheduled/Released,0,3,FALSE,FALSE,,,"BBPRLED-750-80-30-FL-28' 9""-W-UNV-DP-1-TG9",BBPRLED,
78581-75,,Rohan,Regular,FALSE,78581,Regular,75,1,0,1650,"TC, 30'EM, 100-C2",BBPRLED-750-80-30-FL-30'-W-UNV-DP-1+E(2)-TG9-C(EM ON ENDS),20.02.2019,20.4,Scheduled/Released,,,,,FALSE,,A - Regular,1,3,7,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.34,0:18:34,6.8,550,3,20.4,1650,- ,Scheduled/Released,0,3,FALSE,FALSE,,,BBPRLED-750-80-30-FL-30'-W-UNV-DP-1+E(2)-TG9-C(EM ON ENDS),BBPRLED,
78581-76,,Rohan,Regular,FALSE,78581,Regular,76,1,0,1760,"TC, 31' 1""EM(2), 300-C2","BBPRLED-750-80-30-FL- 31' 1""-W-UNV-DP-1+E(2)-TG9-C(EM ON ENDS)",20.02.2019,20,Scheduled/Released,,,,,FALSE,,A - Regular,1,3,8,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.333333333,0:18:12,6.666666667,586.6666667,3,20,1760,- ,Scheduled/Released,0,3,FALSE,FALSE,,,"BBPRLED-750-80-30-FL- 31' 1""-W-UNV-DP-1+E(2)-TG9-C(EM ON ENDS)",BBPRLED,
78581-77,,Rohan,Regular,FALSE,78581,Regular,77,1,0,1760,"TC, 31' 2""EM(2), 200-C2","BBPRLED-750-80-30-FL-31' 2""-W-UNV-DP-1+E(2)-TG9-C(EM ON ENDS)",20.02.2019,20.3,Scheduled/Released,,,,,FALSE,,A - Regular,1,3,8,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.338333333,0:18:28,6.766666667,586.6666667,3,20.3,1760,- ,Scheduled/Released,0,3,FALSE,FALSE,,,"BBPRLED-750-80-30-FL-31' 2""-W-UNV-DP-1+E(2)-TG9-C(EM ON ENDS)",BBPRLED,
78581-78,,Rohan,Regular,FALSE,78581,Regular,78,1,0,1760,"TC, 31' 2""EM(2), 500-C2","BBPRLED-750-80-30-FL-31' 2""-W-UNV-DP-1+E(2)-TG9-C(EM ON ENDS)",20.02.2019,20.3,Scheduled/Released,,,,,FALSE,,A - Regular,1,3,8,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.338333333,0:18:28,6.766666667,586.6666667,3,20.3,1760,- ,Scheduled/Released,0,3,FALSE,FALSE,,,"BBPRLED-750-80-30-FL-31' 2""-W-UNV-DP-1+E(2)-TG9-C(EM ON ENDS)",BBPRLED,
78581-79,,Rohan,Regular,FALSE,78581,Regular,79,2,0,4400,"TC, 39' 6"", 500-C2","BBPRLED-750-80-30-FL-39' 6""-W-UNV-DP-1-TG9",20.02.2019,50,Scheduled/Released,,,,,FALSE,,A - Regular,1,8,20,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.833333333,0:45:30,6.25,550,8,50,4400,- ,Scheduled/Released,0,8,FALSE,FALSE,,,"BBPRLED-750-80-30-FL-39' 6""-W-UNV-DP-1-TG9",BBPRLED,
78581-80,,Rohan,Regular,FALSE,78581,Regular,80,1,0,275,"TC, 4' 10""EM, 100-C2","BBPRLED-750-80-30-FL-4' 10""-W-UNV-DP-E(1)-TG9",20.02.2019,5.1,Scheduled/Released,,,,,FALSE,,A - Regular,1,1,1,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.085,0:04:38,5.1,275,1,5.1,275,- ,Scheduled/Released,0,1,FALSE,FALSE,,,"BBPRLED-750-80-30-FL-4' 10""-W-UNV-DP-E(1)-TG9",BBPRLED,
78581-81,,Rohan,Regular,FALSE,78581,Regular,81,1,0,2255,"TC, 40' 2"", 100-C2","BBPRLED-750-80-30-FL-40' 2""-W-UNV-DP-1-TG9",20.02.2019,27,Scheduled/Released,,,,,FALSE,,A - Regular,1,4,10,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.45,0:24:34,6.75,563.75,4,27,2255,- ,Scheduled/Released,0,4,FALSE,FALSE,,,"BBPRLED-750-80-30-FL-40' 2""-W-UNV-DP-1-TG9",BBPRLED,
78580-1,,Rohan,Regular,FALSE,78580,Regular,1,3,0,660,"TA, 4', 108",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,9.6,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,3,3,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,1,#REF!,Complete,Others,FALSE,Others,0.16,0:08:44,3.2,220,3,9.6,660,31.01.2019,Wiring Started,3,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-2,,Rohan,Regular,FALSE,78580,Regular,2,2,0,440,"TA, 4', 113",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,6.4,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,Others,FALSE,Others,0.106666667,0:05:49,3.2,220,2,6.4,440,31.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-3,,Rohan,Regular,FALSE,78580,Regular,3,1,0,220,"TA, 4', 123",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,3.2,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.053333333,0:02:55,3.2,220,1,3.2,220,31.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-4,,Rohan,Regular,FALSE,78580,Regular,4,1,0,220,"TA, 4', 127",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,3.2,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.053333333,0:02:55,3.2,220,1,3.2,220,31.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-5,,Rohan,Regular,FALSE,78580,Regular,5,2,0,440,"TA, 4', 201",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,6.4,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.106666667,0:05:49,3.2,220,2,6.4,440,31.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-6,,Rohan,Regular,FALSE,78580,Regular,6,2,0,440,"TA, 4', 210A",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,6.4,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.106666667,0:05:49,3.2,220,2,6.4,440,31.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-7,,Rohan,Regular,FALSE,78580,Regular,7,1,0,220,"TA, 4', 301",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,3.2,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.053333333,0:02:55,3.2,220,1,3.2,220,31.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-8,,Rohan,Regular,FALSE,78580,Regular,8,1,0,220,"TA, 4', 302",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,3.2,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.053333333,0:02:55,3.2,220,1,3.2,220,31.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-9,,Rohan,Regular,FALSE,78580,Regular,9,1,0,220,"TA, 4', 312A",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,3.2,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.053333333,0:02:55,3.2,220,1,3.2,220,31.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-10,,Rohan,Regular,FALSE,78580,Regular,10,2,0,440,"TA, 4', 315A",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,6.4,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.106666667,0:05:49,3.2,220,2,6.4,440,31.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-11,,Rohan,Regular,FALSE,78580,Regular,11,2,0,440,"TA, 4', 322",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,6.4,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.106666667,0:05:49,3.2,220,2,6.4,440,31.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-12,,Rohan,Regular,FALSE,78580,Regular,12,1,0,220,"TA, 4', 402",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,3.2,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.053333333,0:02:55,3.2,220,1,3.2,220,31.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-13,,Rohan,Regular,FALSE,78580,Regular,13,2,0,440,"TA, 4', 406A",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,6.4,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.106666667,0:05:49,3.2,220,2,6.4,440,31.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-14,,Rohan,Regular,FALSE,78580,Regular,14,1,0,220,"TA, 4', 407",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,3.2,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.053333333,0:02:55,3.2,220,1,3.2,220,31.01.2019,Wiring Started,0,1,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-15,,Rohan,Regular,FALSE,78580,Regular,15,2,0,440,"TA, 4', 407A",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,6.4,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.106666667,0:05:49,3.2,220,2,6.4,440,31.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-16,,Rohan,Regular,FALSE,78580,Regular,16,1,0,220,"TA, 4', 415",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,3.2,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.053333333,0:02:55,3.2,220,1,3.2,220,31.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-17,,Rohan,Regular,FALSE,78580,Regular,17,1,0,220,"TA, 4', 500-E1",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,3.2,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.053333333,0:02:55,3.2,220,1,3.2,220,31.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-18,,Rohan,Regular,FALSE,78580,Regular,18,2,0,440,"TA, 4', 503",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,6.4,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.106666667,0:05:49,3.2,220,2,6.4,440,31.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-19,,Rohan,Regular,FALSE,78580,Regular,19,3,0,660,"TA, 4', 504",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,9.6,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,3,3,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.16,0:08:44,3.2,220,3,9.6,660,31.01.2019,Wiring Started,2,1,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-20,,Rohan,Regular,FALSE,78580,Regular,20,3,0,660,"TA, 4', 505",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,9.6,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,3,3,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.16,0:08:44,3.2,220,3,9.6,660,31.01.2019,Wiring Started,3,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-21,,Rohan,Regular,FALSE,78580,Regular,21,3,0,660,"TA, 4', 506",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,9.6,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,3,3,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.16,0:08:44,3.2,220,3,9.6,660,31.01.2019,Wiring Started,3,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-22,,Rohan,Regular,FALSE,78580,Regular,22,3,0,660,"TA, 4', 507",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,9.6,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,3,3,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.16,0:08:44,3.2,220,3,9.6,660,31.01.2019,Wiring Started,2,1,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-23,,Rohan,Regular,FALSE,78580,Regular,23,2,0,440,"TA, 4', 508",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,6.4,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.106666667,0:05:49,3.2,220,2,6.4,440,31.01.2019,Wiring Started,1,1,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-24,,Rohan,Regular,FALSE,78580,Regular,24,2,0,440,"TA, 4', 509A",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,6.4,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.106666667,0:05:49,3.2,220,2,6.4,440,31.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-25,,Rohan,Regular,FALSE,78580,Regular,25,3,0,660,"TA, 4', 520",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,9.6,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,3,3,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.16,0:08:44,3.2,220,3,9.6,660,31.01.2019,Wiring Started,3,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-26,,Rohan,Regular,FALSE,78580,Regular,26,1,0,220,"TA, 4', B106",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,3.2,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.053333333,0:02:55,3.2,220,1,3.2,220,31.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-27,,Rohan,Regular,FALSE,78580,Regular,27,1,0,220,"TA, 4', B116",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,3.2,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.053333333,0:02:55,3.2,220,1,3.2,220,31.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-28,,Rohan,Regular,FALSE,78580,Regular,28,2,0,440,"TA, 4', B117A",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,6.4,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.106666667,0:05:49,3.2,220,2,6.4,440,31.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-29,,Rohan,Regular,FALSE,78580,Regular,29,2,0,440,"TA, 4', G100-V",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,6.4,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.106666667,0:05:49,3.2,220,2,6.4,440,31.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-30,,Rohan,Regular,FALSE,78580,Regular,30,3,0,660,"TA, 4', G101A",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,9.6,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,3,3,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.16,0:08:44,3.2,220,3,9.6,660,31.01.2019,Wiring Started,2,1,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-31,,Rohan,Regular,FALSE,78580,Regular,31,2,0,440,"TA, 4', G104A",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,6.4,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.106666667,0:05:49,3.2,220,2,6.4,440,31.01.2019,Wiring Started,3,-1,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-32,,Rohan,Regular,FALSE,78580,Regular,32,3,0,660,"TA, 4', G107",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,9.6,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,3,3,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.16,0:08:44,3.2,220,3,9.6,660,31.01.2019,Wiring Started,4,-1,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-33,,Rohan,Regular,FALSE,78580,Regular,33,1,0,220,"TA, 4', G120",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,3.2,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.053333333,0:02:55,3.2,220,1,3.2,220,31.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
78580-34,,Rohan,Regular,FALSE,78580,Regular,34,1,0,220,"TA, 4', G124",BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,06.02.2019,3.2,Wiring Started,,Picked - Complete,29.01.2019,29.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,0,#REF!,Complete,0,FALSE,0,0.053333333,0:02:55,3.2,220,1,3.2,220,31.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BMRLED-750-80-30-FL-4'-W-UNV-DP-1-ST,BMRLED,Order Flagged
